"study2022"	"outcome"	"reference"	"pub_year"	"location1"	"location2"	"coordinate1"	"coordinate2"	"dd_lat"	"dd_long"	"gradient1"	"gradient2"	"gai"	"n_sp_paper"	"n_sp_LCVP"	"n_family_LCVP"	"n_lifeform1"	"n_lifeform2"	"n_lifeform3"	"n_lifestage"	"t_sp_paper"	"t_sp_LCVP"	"t_family_LCVP"	"t_lifeform1"	"t_lifeform2"	"t_lifeform3"	"t_lifestage3"	"t_lifestage1"	"t_lifestage3.1"	"lifeform1_similarity"	"lifeform2_similarity"	"lifestage_n_t"	"performance1"	"performance2"	"interaction_type"	"study_type"	"MEANc"	"MEANn"	"SDc"	"SDn"	"Nc"	"Nn"	"SE_c"	"SE_n"	"sucess_c"	"sucess_n"	"fail_c"	"fail_n"	"data_type"	"phylo_dist"	"zoneclima"	"effectsize"	"es_variance"	"lifeform_n_t"	"e_n"
"389"	"389_17"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"middle-dunes"	"2"	0.344	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"adult"	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival"	"survival"	"intra"	"observational"	NA	NA	NA	NA	25	25	NA	NA	1	1	24	24	"odds"	0	"Temperate"	0	0.765228037955311	"h.h"	50
"389"	"389_06"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"middle-dunes"	"2"	0.344	"Carpobrotus acinaciformis"	"Carpobrotus acinaciformis (L.) L.Bolus "	"Aizoaceae"	"perennial (does it mean forb?)"	"forb"	"herb"	"several"	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"several"	"not informed"	"several"	"1"	"1"	"several"	"plant coverage"	"abundance"	"inter"	"experimental"	6	9.8	5.6	8.9	8	8	1.98	3.15	NA	NA	NA	NA	"hedges_d"	247.468473	"Temperate"	0.483107700570171	0.259514188866199	"h.h"	16
"389"	"389_05"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"middle-dunes"	"2"	0.344	"Armeria pungens"	"Armeria pungens (Link) Hoffmanns. & Link "	"Plumbaginaceae"	"sub-shrub"	"sub_shrub"	"woody"	"several"	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"several"	"not informed"	"several"	"0"	"0"	"several"	"plant coverage"	"abundance"	"inter"	"experimental"	17.9	6	20.1	9	8	8	7.11	3.18	NA	NA	NA	NA	"hedges_d"	247.468472	"Temperate"	-0.722354916611605	0.271270863197543	"w.h"	16
"389"	"389_07"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"middle-dunes"	"2"	0.344	"Armeria pungens"	"Armeria pungens (Link) Hoffmanns. & Link "	"Plumbaginaceae"	"sub-shrub"	"sub_shrub"	"woody"	"several"	"Carpobrotus acinaciformis"	"Carpobrotus acinaciformis (L.) L.Bolus "	"Aizoaceae"	"perennial (does it mean forb?)"	"forb"	"herb"	"several"	"not informed"	"several"	"0"	"0"	"several"	"plant coverage"	"abundance"	"inter"	"experimental"	5.4	0.4	15.2	1	8	8	5.37	0.35	NA	NA	NA	NA	"hedges_d"	214.102615	"Temperate"	-0.438800985379823	0.257849085079118	"w.h"	16
"389"	"389_03"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"middle-dunes"	"2"	0.344	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"several"	"Armeria pungens"	"Armeria pungens (Link) Hoffmanns. & Link "	"Plumbaginaceae"	"sub-shrub"	"sub_shrub"	"woody"	"several"	"not informed"	"several"	"0"	"0"	"several"	"plant coverage"	"abundance"	"inter"	"experimental"	10	13.1	12.6	9.6	8	8	4.45	3.39	NA	NA	NA	NA	"hedges_d"	247.468472	"Temperate"	0.261621283904389	0.252790165686896	"h.w"	16
"389"	"389_04"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"middle-dunes"	"2"	0.344	"Carpobrotus acinaciformis"	"Carpobrotus acinaciformis (L.) L.Bolus "	"Aizoaceae"	"perennial (does it mean forb?)"	"forb"	"herb"	"several"	"Armeria pungens"	"Armeria pungens (Link) Hoffmanns. & Link "	"Plumbaginaceae"	"sub-shrub"	"sub_shrub"	"woody"	"several"	"not informed"	"several"	"0"	"0"	"several"	"plant coverage"	"abundance"	"inter"	"experimental"	15.3	8.7	13.4	7.6	8	8	4.74	2.69	NA	NA	NA	NA	"hedges_d"	214.102615	"Temperate"	-0.572737716872764	0.263371970694185	"h.w"	16
"389"	"389_19"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"middle-dunes"	"2"	0.344	"Armeria pungens"	"Armeria pungens (Link) Hoffmanns. & Link "	"Plumbaginaceae"	"sub-shrub"	"sub_shrub"	"woody"	"adult"	"Armeria pungens"	"Armeria pungens (Link) Hoffmanns. & Link "	"Plumbaginaceae"	"sub-shrub"	"sub_shrub"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival"	"survival"	"intra"	"observational"	NA	NA	NA	NA	25	25	NA	NA	8	3	17	22	"odds"	0	"Temperate"	-0.750702037765955	0.206652491533386	"w.w"	50
"126"	"126_08"	"Rudgers_&_Maron_2003"	2003	"California, USA"	"USA"	"38°19'N"	"123°04'W"	38.317	"-123.067"	"not informed"	"not informed"	0.801	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not informed (probably adult)"	"Lupinus arboreus"	"Lupinus arboreus Sims "	"Fabaceae"	"shrub"	"shrub"	"woody"	"seedling"	"seedling"	"seedling"	"0"	"0"	"impossible"	"survival"	"survival"	"inter"	"experimental"	NA	NA	NA	NA	100	100	NA	NA	29	11	71	89	"odds"	271.516128	"Temperate"	-0.724458818108441	0.0553580575310244	"h.w"	200
"126"	"126_10"	"Rudgers_&_Maron_2003"	2003	"California, USA"	"USA"	"38°19'N"	"123°04'W"	38.317	"-123.067"	"not informed"	"not informed"	0.801	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not informed (probably adult)"	"Lupinus arboreus"	"Lupinus arboreus Sims "	"Fabaceae"	"shrub"	"shrub"	"woody"	"seedling"	"seedling"	"seedling"	"0"	"0"	"impossible"	"growth (height)"	"growth"	"inter"	"experimental"	25.64	37.47	14.17	14.88	37	17	2.33	3.61	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.810051145750201	0.0923792520791341	"h.w"	46.5925925925926
"126"	"126_12"	"Rudgers_&_Maron_2003"	2003	"California, USA"	"USA"	"38°19'N"	"123°04'W"	38.317	"-123.067"	"not informed"	"not informed"	0.801	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not informed (probably adult)"	"Lupinus arboreus"	"Lupinus arboreus Sims "	"Fabaceae"	"shrub"	"shrub"	"woody"	"seed"	"seed"	"seed"	"0"	"0"	"impossible"	"emergence"	"emergence"	"inter"	"experimental"	NA	NA	NA	NA	250	250	NA	NA	10	8	240	242	"odds"	271.516128	"Temperate"	-0.140268093411458	0.0856928918536732	"h.w"	500
"126"	"126_07"	"Rudgers_&_Maron_2003"	2003	"California, USA"	"USA"	"38°19'N"	"123°04'W"	38.317	"-123.067"	"not informed"	"not informed"	0.801	"Baccharis pilularis pilularis"	"Baccharis pilularis DC. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Lupinus arboreus"	"Lupinus arboreus Sims "	"Fabaceae"	"shrub"	"shrub"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"impossible"	"survival"	"survival"	"inter"	"experimental"	NA	NA	NA	NA	100	100	NA	NA	29	45	71	55	"odds"	247.468472	"Temperate"	0.421038394904661	0.0326800022284605	"w.w"	200
"126"	"126_09"	"Rudgers_&_Maron_2003"	2003	"California, USA"	"USA"	"38°19'N"	"123°04'W"	38.317	"-123.067"	"not informed"	"not informed"	0.801	"Baccharis pilularis pilularis"	"Baccharis pilularis DC. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Lupinus arboreus"	"Lupinus arboreus Sims "	"Fabaceae"	"shrub"	"shrub"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"impossible"	"growth (height)"	"growth"	"inter"	"experimental"	25.64	32.8	14.17	13.65	37	50	2.33	1.93	NA	NA	NA	NA	"hedges_d"	247.468472	"Temperate"	0.511555027740244	0.0485986873663594	"w.w"	85.0574712643678
"126"	"126_11"	"Rudgers_&_Maron_2003"	2003	"California, USA"	"USA"	"38°19'N"	"123°04'W"	38.317	"-123.067"	"not informed"	"not informed"	0.801	"Baccharis pilularis pilularis"	"Baccharis pilularis DC. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Lupinus arboreus"	"Lupinus arboreus Sims "	"Fabaceae"	"shrub"	"shrub"	"woody"	"seed"	"seed"	"seed"	"1"	"1"	"impossible"	"emergence"	"emergence"	"inter"	"experimental"	NA	NA	NA	NA	250	250	NA	NA	10	20	240	230	"odds"	247.468472	"Temperate"	0.445882906047722	0.0582238724531215	"w.w"	500
"503"	"503_01"	"Tsvuura_et_al_2011"	2011	"Cape Vidal iSimangaliso Wetland Park ( KwaZulu-Natal Province)"	"South Africa"	"28°16′S"	"32°29′E"	-28.16	"32.29"	"not informed"	"not informed"	0.632	"Isoglossa woodii "	"Isoglossa woodii C.B.Clarke "	"Acanthaceae"	"herbaceous thicket"	"sub_shrub"	"woody"	"adult"	"Isoglossa woodii "	"Isoglossa woodii C.B.Clarke "	"Acanthaceae"	"herbaceous thicket"	"sub_shrub"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival (%)"	"survival"	"intra"	"experimental"	60.66	71.65	22.85	19.98	15	15	5.9	5.16	NA	NA	NA	NA	"hedges_d"	0	"Sub-tropical"	0.498183450532674	0.138059403428794	"w.w"	30
"503"	"503_02"	"Tsvuura_et_al_2011"	2011	"Cape Vidal iSimangaliso Wetland Park ( KwaZulu-Natal Province)"	"South Africa"	"28°16′S"	"32°29′E"	-28.16	"32.29"	"not informed"	"not informed"	0.632	"Isoglossa woodii "	"Isoglossa woodii C.B.Clarke "	"Acanthaceae"	"herbaceous thicket"	"sub_shrub"	"woody"	"adult"	"Isoglossa woodii "	"Isoglossa woodii C.B.Clarke "	"Acanthaceae"	"herbaceous thicket"	"sub_shrub"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"growth index ((final height – initial height)/initial height) Growth data were square-root transformed "	"growth"	"intra"	"experimental"	1.26	1.36	0.12	0.12	15	15	0.03	0.03	NA	NA	NA	NA	"hedges_d"	0	"Sub-tropical"	0.810776762546703	0.145851022177774	"w.w"	30
"503"	"503_03"	"Tsvuura_et_al_2011"	2011	"Mapelane Nature Reserve iSimangaliso Wetland Park ( KwaZulu-Natal Province)"	"South Africa"	"28°24′32″S"	"32°25′17″E"	-28.24	"32.25"	"not informed"	"not informed"	0.656	"Isoglossa woodii "	"Isoglossa woodii C.B.Clarke "	"Acanthaceae"	"herbaceous thicket"	"sub_shrub"	"woody"	"adult"	"Isoglossa woodii "	"Isoglossa woodii C.B.Clarke "	"Acanthaceae"	"herbaceous thicket"	"sub_shrub"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival index (proportion of the 16 seedlings were arcsine square-root transformed)"	"survival"	"intra"	"experimental"	1.23	1.25	0.16	0.22	10	10	0.05	0.07	NA	NA	NA	NA	"hedges_d"	0	"Sub-tropical"	0.0995713341572356	0.200304840976242	"w.w"	20
"503"	"503_04"	"Tsvuura_et_al_2011"	2011	"Mapelane Nature Reserve iSimangaliso Wetland Park ( KwaZulu-Natal Province)"	"South Africa"	"28°24′32″S"	"32°25′17″E"	-28.24	"32.25"	"not informed"	"not informed"	0.656	"Isoglossa woodii "	"Isoglossa woodii C.B.Clarke "	"Acanthaceae"	"herbaceous thicket"	"sub_shrub"	"woody"	"adult"	"Isoglossa woodii "	"Isoglossa woodii C.B.Clarke "	"Acanthaceae"	"herbaceous thicket"	"sub_shrub"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"growth index ((final height – initial height)/initial height) Growth data were square-root transformed "	"growth"	"intra"	"experimental"	1.01	1.16	0.16	0.09	10	10	0.05	0.03	NA	NA	NA	NA	"hedges_d"	0	"Sub-tropical"	1.10661486339802	0.237652835715382	"w.w"	20
"347"	"347_03"	"Paz-Esquivias_et_al._2015"	2015	"Huelva (Rompido spit, Piedras River estuary)"	"Spain"	"37°12'N"	"07°07'W"	37.192	"-6.994"	"not informed (the author say \"El Rompido Spit presents diverse geomorphologic formations, ranging from high beach and active dune communities to interior semi-stabilized and stabilized dunes, interdune wet depressions, salt marshes and brackish depressions (Gallego Fernández et al. 2006). The semistabilized and stabilized interior dunes represent the main habitat on the spit surface (57 %), and here the vegetation is dominated by R. monosperma, T. carnosus, Helichrysum italicum or Artemisia campestris subsp. maritima, spring annuals, and perennial herbaceous species\", but don't inform in which kind of dune they conducted the study)"	"not informed"	0.299	"Retama monosperma"	"Retama monosperma (L.) Boiss. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Thymus carnosus"	"Thymus carnosus Boiss. "	"Lamiaceae"	"shrub"	"shrub"	"woody"	"not_seedling"	"adult"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"canopy cover (m²)"	"growth"	"inter"	"observational"	0.49	0.18	0.3	0.29	9	6	0.1	0.12	NA	NA	NA	NA	"hedges_d"	247.468472	"Temperate"	-0.984843576978356	0.320820470901191	"w.w"	14.4
"347"	"347_05"	"Paz-Esquivias_et_al._2015"	2015	"Huelva (Rompido spit, Piedras River estuary)"	"Spain"	"37°12'N"	"07°07'W"	37.192	"-6.994"	"not informed (the author say \"El Rompido Spit presents diverse geomorphologic formations, ranging from high beach and active dune communities to interior semi-stabilized and stabilized dunes, interdune wet depressions, salt marshes and brackish depressions (Gallego Fernández et al. 2006). The semistabilized and stabilized interior dunes represent the main habitat on the spit surface (57 %), and here the vegetation is dominated by R. monosperma, T. carnosus, Helichrysum italicum or Artemisia campestris subsp. maritima, spring annuals, and perennial herbaceous species\", but don't inform in which kind of dune they conducted the study)"	"not informed"	0.299	"Retama monosperma"	"Retama monosperma (L.) Boiss. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Thymus carnosus"	"Thymus carnosus Boiss. "	"Lamiaceae"	"shrub"	"shrub"	"woody"	"not_seedling"	"adult"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"observational"	NA	NA	NA	NA	10	9	NA	NA	9	5	1	4	"odds"	247.468472	"Temperate"	-1.19641274304364	0.573410876441179	"w.w"	18.9473684210526
"337"	"337_01"	"Castanho_&_Prado_2014"	2014	"Ilha do Cardoso (Maruja) São Paulo"	"Brazil"	"25°13'S"	"47°59'W"	-25.2166	"-47.9994"	"open scrub"	"2"	1.815	"Guapira opposita"	"Guapira opposita (Vell.) Reitz "	"Nyctaginaceae"	"tree"	"tree"	"woody"	"adult"	"Ternstroemia brasiliensis"	"Ternstroemia brasiliensis Cambess. "	"Ternstroemiaceae"	"tree"	"tree"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival"	"survival"	"inter"	"experimental"	0.06	0.08	0.11	0.11	15	15	0.03	0.03	NA	NA	NA	NA	"hedges_d"	239.748466	"Sub-tropical"	0.176896748192008	0.133929216703118	"w.w"	30
"337"	"337_02"	"Castanho_&_Prado_2014"	2014	"Ilha do Cardoso (Maruja) São Paulo"	"Brazil"	"25°13'S"	"47°59'W"	-25.2166	"-47.9994"	"open scrub"	"2"	1.815	"Guapira opposita"	"Guapira opposita (Vell.) Reitz "	"Nyctaginaceae"	"tree"	"tree"	"woody"	"adult"	"Ternstroemia brasiliensis"	"Ternstroemia brasiliensis Cambess. "	"Ternstroemiaceae"	"tree"	"tree"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival"	"survival"	"inter"	"experimental"	0.31	0.5	0.29	0.21	15	15	0.07	0.05	NA	NA	NA	NA	"hedges_d"	239.748466	"Sub-tropical"	0.730141653902276	0.143484964174042	"w.w"	30
"337"	"337_03"	"Castanho_&_Prado_2014"	2014	"Ilha do Cardoso (Maruja) São Paulo"	"Brazil"	"25°13'S"	"47°59'W"	-25.2166	"-47.9994"	"open scrub"	"2"	1.815	"Guapira opposita"	"Guapira opposita (Vell.) Reitz "	"Nyctaginaceae"	"tree"	"tree"	"woody"	"adult"	"Ternstroemia brasiliensis"	"Ternstroemia brasiliensis Cambess. "	"Ternstroemiaceae"	"tree"	"tree"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival"	"survival"	"inter"	"experimental"	0.38	0.39	0.28	0.3	15	15	0.07	0.08	NA	NA	NA	NA	"hedges_d"	239.748466	"Sub-tropical"	0.0335294549224408	0.133354741257248	"w.w"	30
"337"	"337_04"	"Castanho_&_Prado_2014"	2014	"Ilha do Cardoso (Maruja) São Paulo"	"Brazil"	"25°13'S"	"47°59'W"	-25.2166	"-47.9994"	"open scrub"	"2"	1.815	"Guapira opposita"	"Guapira opposita (Vell.) Reitz "	"Nyctaginaceae"	"tree"	"tree"	"woody"	"adult"	"Ternstroemia brasiliensis"	"Ternstroemia brasiliensis Cambess. "	"Ternstroemiaceae"	"tree"	"tree"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"aboveground biomass increment"	"growth"	"inter"	"experimental"	0.06	-0.03	0.09	0.09	9	12	0.03	0.03	NA	NA	NA	NA	"hedges_d"	239.748466	"Sub-tropical"	-0.959910352924253	0.221135487990346	"w.w"	20.5714285714286
"337"	"337_05"	"Castanho_&_Prado_2014"	2014	"Ilha do Cardoso (Maruja) São Paulo"	"Brazil"	"25°13'S"	"47°59'W"	-25.2166	"-47.9994"	"open scrub"	"2"	1.815	"Guapira opposita"	"Guapira opposita (Vell.) Reitz "	"Nyctaginaceae"	"tree"	"tree"	"woody"	"adult"	"Ternstroemia brasiliensis"	"Ternstroemia brasiliensis Cambess. "	"Ternstroemiaceae"	"tree"	"tree"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"aboveground biomass increment"	"growth"	"inter"	"experimental"	0.04	-0.07	0.11	0.13	46	75	0.02	0.02	NA	NA	NA	NA	"hedges_d"	239.748466	"Sub-tropical"	-0.889957486820158	0.0384499200748126	"w.w"	114.049586776859
"337"	"337_06"	"Castanho_&_Prado_2014"	2014	"Ilha do Cardoso (Maruja) São Paulo"	"Brazil"	"25°13'S"	"47°59'W"	-25.2166	"-47.9994"	"open scrub"	"2"	1.815	"Guapira opposita"	"Guapira opposita (Vell.) Reitz "	"Nyctaginaceae"	"tree"	"tree"	"woody"	"adult"	"Ternstroemia brasiliensis"	"Ternstroemia brasiliensis Cambess. "	"Ternstroemiaceae"	"tree"	"tree"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"aboveground biomass increment"	"growth"	"inter"	"experimental"	0.06	-0.3	0.83	1.25	57	59	0.11	0.16	NA	NA	NA	NA	"hedges_d"	239.748466	"Sub-tropical"	-0.33592624498835	0.0349956614530629	"w.w"	115.965517241379
"505"	"505_01"	"Castanho_et_al_2015"	2015	"Ilha do Cardoso (Maruja) São Paulo"	"Brazil"	"25°12'S"	"44°17'W"	-25.2166	"-47.9994"	"open scrub"	"2"	1.815	"Guapira opposita"	"Guapira opposita (Vell.) Reitz "	"Nyctaginaceae"	"tree"	"tree"	"woody"	"adult"	"Ternstroemia brasiliensis"	"Ternstroemia brasiliensis Cambess. "	"Ternstroemiaceae"	"tree"	"tree"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival (%)"	"survival"	"inter"	"experimental"	0	0.03	0	0.1	30	30	NA	NA	NA	NA	NA	NA	"hedges_d"	239.748466	"Sub-tropical"	0.418750155120185	0.0682252556315696	"w.w"	60
"505"	"505_02"	"Castanho_et_al_2015"	2015	"Ilha do Cardoso (Maruja) São Paulo"	"Brazil"	"25°12'S"	"44°17'W"	-25.2166	"-47.9994"	"open scrub"	"2"	1.815	"Guapira opposita"	"Guapira opposita (Vell.) Reitz "	"Nyctaginaceae"	"tree"	"tree"	"woody"	"adult"	"Ternstroemia brasiliensis"	"Ternstroemia brasiliensis Cambess. "	"Ternstroemiaceae"	"tree"	"tree"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival (%)"	"survival"	"inter"	"experimental"	0.01	0.02	0.03	0.06	30	30	NA	NA	NA	NA	NA	NA	"hedges_d"	239.748466	"Sub-tropical"	0.20807862498607	0.0670515034481242	"w.w"	60
"505"	"505_03"	"Castanho_et_al_2015"	2015	"Ilha do Cardoso (Maruja) São Paulo"	"Brazil"	"25°12'S"	"44°17'W"	-25.2166	"-47.9994"	"open scrub"	"2"	1.815	"Guapira opposita"	"Guapira opposita (Vell.) Reitz "	"Nyctaginaceae"	"tree"	"tree"	"woody"	"adult"	"Ternstroemia brasiliensis"	"Ternstroemia brasiliensis Cambess. "	"Ternstroemiaceae"	"tree"	"tree"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival (%)"	"survival"	"inter"	"experimental"	0.01	0.05	0.03	0.11	30	30	NA	NA	NA	NA	NA	NA	"hedges_d"	239.748466	"Sub-tropical"	0.489690908845627	0.0687980703793545	"w.w"	60
"129"	"129_04"	"Martinez_2003"	2003	"Veracruz, Mexico"	"Mexico"	"19°31'N"	"96°23'W"	19.517	"-96.383"	"parabolic mobile dunes"	"2"	0.634	"Chamaecrista chamaecristoides var. chamaecristoides"	"Chamaecrista chamaecristoides (Collad.) Greene "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Trachypogon plumosus"	"Trachypogon spicatus (L.f.) Kuntze "	"Poaceae"	"grass"	"grass"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"survival"	"survival"	"inter"	"experimental"	NA	NA	NA	NA	200	200	NA	NA	0	15	200	185	"odds"	271.516129	"Tropical"	2.12833125405108	0.762128373107013	"w.h"	400
"129"	"129_05"	"Martinez_2003"	2003	"Veracruz, Mexico"	"Mexico"	"19°31'N"	"96°23'W"	19.517	"-96.383"	"parabolic mobile dunes"	"2"	0.634	"Chamaecrista chamaecristoides var. chamaecristoides"	"Chamaecrista chamaecristoides (Collad.) Greene "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Schizachyrium scoparium var. littoralis"	"Schizachyrium scoparium (Michx.) Nash "	"Poaceae"	"grass"	"grass"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"survival"	"survival"	"inter"	"experimental"	NA	NA	NA	NA	200	200	NA	NA	0	10	200	190	"odds"	271.516128	"Tropical"	1.87617241812321	0.773360870612373	"w.h"	400
"136"	"136_01"	"Martinez_et_al._2004"	2004	"Veracruz, Mexico"	"Mexico"	"19°31'N"	"96°23'W"	19.517	"-96.383"	"parabolic mobile dunes"	"2"	0.634	"Chamaecrista chamaecristoides var. chamaecristoides"	"Chamaecrista chamaecristoides (Collad.) Greene "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Trachypogon plumosus"	"Trachypogon spicatus (L.f.) Kuntze "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	0.25	1.06	0.16	0.98	9	9	0.05	0.33	NA	NA	NA	NA	"hedges_d"	271.516129	"Tropical"	1.09853598940301	0.264525854609087	"w.h"	18
"136"	"136_02"	"Martinez_et_al._2004"	2004	"Veracruz, Mexico"	"Mexico"	"19°31'N"	"96°23'W"	19.517	"-96.383"	"parabolic mobile dunes"	"2"	0.634	"Chamaecrista chamaecristoides var. chamaecristoides"	"Chamaecrista chamaecristoides (Collad.) Greene "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Schizachyrium scoparium var. littoralis"	"Schizachyrium scoparium (Michx.) Nash "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	0.16	0.21	0.18	0.2	9	9	0.06	0.07	NA	NA	NA	NA	"hedges_d"	271.516128	"Tropical"	0.250246751969969	0.224417482298161	"w.h"	18
"136"	"136_04"	"Martinez_et_al._2004"	2004	"Veracruz, Mexico"	"Mexico"	"19°31'N"	"96°23'W"	19.517	"-96.383"	"parabolic mobile dunes"	"2"	0.634	"Chamaecrista chamaecristoides var. chamaecristoides"	"Chamaecrista chamaecristoides (Collad.) Greene "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Trachypogon plumosus"	"Trachypogon spicatus (L.f.) Kuntze "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	0.1	1.57	0.13	2.02	9	9	0.04	0.67	NA	NA	NA	NA	"hedges_d"	271.516129	"Tropical"	0.977993978851494	0.255751287202788	"w.h"	18
"136"	"136_05"	"Martinez_et_al._2004"	2004	"Veracruz, Mexico"	"Mexico"	"19°31'N"	"96°23'W"	19.517	"-96.383"	"parabolic mobile dunes"	"2"	0.634	"Chamaecrista chamaecristoides var. chamaecristoides"	"Chamaecrista chamaecristoides (Collad.) Greene "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Schizachyrium scoparium var. littoralis"	"Schizachyrium scoparium (Michx.) Nash "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	0.15	0.15	0.16	0.17	9	9	0.05	0.06	NA	NA	NA	NA	"hedges_d"	271.516128	"Tropical"	0	0.222222222222222	"w.h"	18
