checking,researcher,study2013,study2017,study2020,study2022,outcome,reference,doi,pub_year,start_date,end_date,location1,location2,coordinate1,coordinate2,dd_lat,dd_long,region1,region2,climate1,climate2,map1,map2,gai,gradient1,gradient2,n_type,n_sp_paper,n_sp,n_sp_LCVP,n_family_paper,n_family,n_family_LCVP,n_lifeform1,n_lifeform2,n_lifeform3,n_origin1,n_origin2,n_origin3,n_lifestage,t_sp_paper,t_sp,t_sp_LCVP,t_family_paper,t_family,t_family_LCVP,t_lifeform1,t_lifeform2,t_lifeform3,t_origin1,t_origin2,t_origin3,t_lifestage1,t_lifestage2,t_lifestage3,lifeform1_similarity,lifeform2_similarity,lifestage_n_t,interaction_type,performance1,performance2,study_type,duration,net_interaction,last_year,obs,suitable_meta,suitable_meta_reason,suitable_for_master_project,suitable_master_reason,target_sp_plot,data_location,differences_within_outcomes,cID,nID,MEANc,MEANn,SDc,SDn,Nc,Nn,SE_c,SE_n,sucess_c,sucess_n,fail_c,fail_n,data_type,ask_data,status_oct2017,status_email,answer_obs
lu,marina,na_89,na_414,414,414,414_20,Doxford_et_al._2012,,2012,spring/2009,spring/2010,"Ondres Plage, Aquitaine",France,43°34'N,01°29'W,"43,58","-1,48",not informed,temperate,not informed,completar,"113,4 (2009-2010) and 113,9 (2010-2011)","113,9","1,087","fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,1 year,positive,2009_2010,"Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). ",no,we will use data only from last year (2011).,no,,,figure 2a,performance estimator is reproduction and site is 2010 F1,414_04,414_04,2.02,5.04,NA,NA,NA,NA,1.56,1.64,NA,NA,NA,NA,hedges_d,no,the study was included after 2017,na,na
lu,marina,na_89,na_414,414,414,414_21,Doxford_et_al._2012,,2012,spring/2009,spring/2010,"Les Conches, Vendee",France,46°23'N,01°29'W,"46,39","-1,49",not informed,temperate,not informed,completar,"58,3 (2009-2010) and 53,0 (2010-2011)",53,"0,762","fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,1 year,positive,2009_2010,"Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). ",no,we will use data only from last year (2011).,no,,,figure 2a,performance estimator is reproduction and site is 2010 F2,414_05,414_05,1.24,2.35,NA,NA,NA,NA,1.21,1.32,NA,NA,NA,NA,hedges_d,no,the study was included after 2017,na,na
lu,marina,na_89,na_414,414,414,414_22,Doxford_et_al._2012,,2012,spring/2009,spring/2010,"Sainte Barbe, Bretagne",France,47°36'N,03°09'W,"47,6","-3,15",not informed,temperate,not informed,completar,"84,0 (2009-2010) and 68,1 (2010-2011)","68,1","0,967","fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,1 year,na,2009_2010,"Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). ",no,we will use data only from last year (2011).,no,,,figure 2a,performance estimator is reproduction and site is 2010 F3,na,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,the study was included after 2017,na,na
lu,marina,na_89,na_414,414,414,414_23,Doxford_et_al._2012,,2012,spring/2009,spring/2010,"Hatainville, Normandie",France,49°24'N,01°49'W,"49,4","-1,82",not informed,temperate,not informed,completar,"58,2 (2009-2010) and 52 (2010-2011)",52,"0,926","fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,1 year,negative,2009_2010,"Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). ",no,we will use data only from last year (2011).,no,,,figure 2a,performance estimator is reproduction and site is 2010 F4,414_06,414_06,3.15,2.89,NA,NA,NA,NA,1.19,1.32,NA,NA,NA,NA,hedges_d,"yes, data without log and n",the study was included after 2017,sent in 2019,"Freckleton said: ""Simon Doxford is no longer in Science, however I think does check this email address. If he is able, Simon should be in a better position to answer than me"". Simon has not answered yet."
lu,marina,na_89,na_414,414,414,414_24,Doxford_et_al._2012,,2012,spring/2009,spring/2010,"Holkham, Norfolk",UK,52°59'N,00°46'E,"52,964","0,8152",not informed,temperate,not informed,completar,"50,1 (2009-2010) and 49,8 (2010-2011)","49,8","0,870","fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,1 year,negative,2009_2010,"Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). ",no,we will use data only from last year (2011).,no,,,figure 2a,performance estimator is reproduction and site is 2010 GB2,414_07,414_07,4.89,4.61,NA,NA,NA,NA,1.04,1.08,NA,NA,NA,NA,hedges_d,"yes, data without log and n",the study was included after 2017,sent in 2019,"Freckleton said: ""Simon Doxford is no longer in Science, however I think does check this email address. If he is able, Simon should be in a better position to answer than me"". Simon has not answered yet."
lu,marina,na_89,na_414,414,414,414_25,Doxford_et_al._2012,,2012,spring/2010,spring/2011,"Praia do Tocha, Aveiro",Portugal,40°19'N,08°51'W,"40,32","-8,85",not informed,temperate,not informed,completar,"95,7 (2009-2010) and 76,8 (2010-2011)","76,8","0,718","fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,2 years,neutral,2010_2011,"Obs1: Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). Obs2: We calculated mean values using (euler number^value of ln[mean] in figure 2c) and SE values using [euler number^(value of ln(SE) in figure 2c)] - [euler number^value of ln(mean) in figure 2c]. ",no,sample size is not available (between 6 and 9).,no,,,figure 2c,performance estimator is reproduction and site is 2011 P2,414_01,414_01,4.37,4.43,NA,NA,NA,NA,0.47,0.41,NA,NA,NA,NA,hedges_d,"yes, data without log and n",the study was included after 2017,sent in 2019,"Freckleton said: ""Simon Doxford is no longer in Science, however I think does check this email address. If he is able, Simon should be in a better position to answer than me"". Simon has not answered yet."
lu,marina,na_89,na_414,414,414,414_26,Doxford_et_al._2012,,2012,spring/2010,spring/2011,"Praia do Amorosa, Viana do castelo",Portugal,41°39'N,08°49'W,"41,65","-8,82",not informed,temperate,not informed,completar,"135,7 (2009-2010) and 123,5 (2010-2011)","123,5","1,284","fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,2 years,negative,2010_2011,"Obs1: Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). Obs2: We calculated mean values using (euler number^value of ln[mean] in figure 2c) and SE values using [euler number^(value of ln(SE) in figure 2c)] - [euler number^value of ln(mean) in figure 2c]. ",no,sample size is not available (between 6 and 9).,no,,,figure 2c,performance estimator is reproduction and site is 2011 P3,414_02,414_02,4.00,2.20,NA,NA,NA,NA,0.84,0.64,NA,NA,NA,NA,hedges_d,"yes, data without log and n",the study was included after 2017,sent in 2019,"Freckleton said: ""Simon Doxford is no longer in Science, however I think does check this email address. If he is able, Simon should be in a better position to answer than me"". Simon has not answered yet."
lu,marina,na_89,na_414,414,414,414_27,Doxford_et_al._2012,,2012,spring/2010,spring/2011,"Monte Blanco, Galicia",Spain,43°14'N,08°56'W,"43,23","-8,93",not informed,temperate,not informed,completar,"163,5 (2009-2010) and 112,4 (2010-2011)","112,4",NA,"fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,2 years,positive,2010_2011,"Obs1: Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). Obs2: We calculated mean values using (euler number^value of ln[mean] in figure 2c) and SE values using [euler number^(value of ln(SE) in figure 2c)] - [euler number^value of ln(mean) in figure 2c]. ",no,sample size is not available (between 6 and 9).,no,,,figure 2c,performance estimator is reproduction and site is 2011 S1,414_03,414_03,3.48,3.57,NA,NA,NA,NA,0.32,0.75,NA,NA,NA,NA,hedges_d,"yes, data without log and n",the study was included after 2017,sent in 2019,"Freckleton said: ""Simon Doxford is no longer in Science, however I think does check this email address. If he is able, Simon should be in a better position to answer than me"". Simon has not answered yet."
lu,marina,na_89,na_414,414,414,414_28,Doxford_et_al._2012,,2012,spring/2010,spring/2011,"Ondres Plage, Aquitaine",France,43°34'N,01°29'W,"43,58","-1,48",not informed,temperate,not informed,completar,"113,4 (2009-2010) and 113,9 (2010-2011)","113,9","1,087","fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,2 years,negative,2010_2011,"Obs1: Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). Obs2: We calculated mean values using (euler number^value of ln[mean] in figure 2c) and SE values using [euler number^(value of ln(SE) in figure 2c)] - [euler number^value of ln(mean) in figure 2c]. ",no,sample size is not available (between 6 and 9).,no,,,figure 2c,performance estimator is reproduction and site is 2011 F1,414_04,414_04,4.15,4.00,NA,NA,NA,NA,0.68,0.84,NA,NA,NA,NA,hedges_d,"yes, data without log and n",the study was included after 2017,sent in 2019,"Freckleton said: ""Simon Doxford is no longer in Science, however I think does check this email address. If he is able, Simon should be in a better position to answer than me"". Simon has not answered yet."
lu,marina,na_89,na_414,414,414,414_29,Doxford_et_al._2012,,2012,spring/2010,spring/2011,"Les Conches, Vendee",France,46°23'N,01°29'W,"46,39","-1,49",not informed,temperate,not informed,completar,"58,3 (2009-2010) and 53,0 (2010-2011)",53,"0,762","fixed sand dunes (pela descrição parece mais herbácea que arbustiva - ""These sites were chosen as a result of their similarity, typically sharing many of the characteristics of “grey dune” (vegetation community SD19; Rodwell 2000). This community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum. Vascular plants grow within this moss and lichen crust and include a high diversity of winter annuals (20–40% of the flora in UK dunes) and perennial herbs and grasses (Watkinson & Davy 1985). These plant communities are confined to water limited, highly leached
areas and require rabbit grazing or other disturbance (e.g. wind) to maintain their structure and prevent succession of perennials).",1,patch,"several (this community consists of a diverse mosaic of moss and lichen species carpeting the soil surface. Common species belong to the genera Cladonia, Racomitrium and Hypnum)",several,,not informed,several,,moss and lichen,moss,moss,not informed,impossible_to_know,impossible_to_know,not informed,"winter annuals (overall 15 native European species were included which occurred frequently at multiple sites along the latitudinal transect, these species represent approximately 60–80% of all annual species recorded at the sites in the study. The species included were: Arenaria serpyllifolia (L.), Asterolinum stellatum (L.), Cerastium diffusum (L.), Cerastium semidecandrum (L.), Erodium cicutarium (L.), Geranium molle (L.), Myosotis ramosissima (Rochel), Phleum arenarium (L.), Polycarpon tetraphyllum (L.), Saxifraga tridactylites (L.), Senecio vulgaris (L.), Veronica arvensis (L.), Viola tricolor (L.), Viola kitaibeliana (Schultes) and Vulpia fasciculata (Forskal). Despite this large number, overall, five species, A. serpyllifolia, C. diffusum, C. semidecandrum, E. cicutarium & P. arenarium, account for 87% of the individuals recorded across the study)",several,,not informed,several,,herb,herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,mean inflorescence,reproduction,experimental,2 years,negative,2010_2011,"Obs1: Neighbor is described as ""bryophytes"". Also, there is data from multiple years and we used only data from last one (2011). Obs2: We calculated mean values using (euler number^value of ln[mean] in figure 2c) and SE values using [euler number^(value of ln(SE) in figure 2c)] - [euler number^value of ln(mean) in figure 2c]. ",no,sample size is not available (between 6 and 9).,no,,,figure 2c,performance estimator is reproduction and site is 2011 F2,414_05,414_05,2.12,1.79,NA,NA,NA,NA,0.79,0.64,NA,NA,NA,NA,hedges_d,"yes, data without log and n",the study was included after 2017,sent in 2019,"Freckleton said: ""Simon Doxford is no longer in Science, however I think does check this email address. If he is able, Simon should be in a better position to answer than me"". Simon has not answered yet."
