"","X.2","X.1","X","checking","researcher","study2013","study2017","study2020","study2022","outcome","reference","doi","pub_year","start_date","end_date","location1","location2","coordinate1","coordinate2","dd_lat","dd_long","region1","region2","climate1","climate2","map1","map2","gai","gradient1","gradient2","n_type","n_sp_paper","n_sp","n_sp_LCVP","n_family_paper","n_family","n_family_LCVP","n_lifeform1","n_lifeform2","n_lifeform3","n_origin1","n_origin2","n_origin3","n_lifestage","t_sp_paper","t_sp","t_sp_LCVP","t_family_paper","t_family","t_family_LCVP","t_lifeform1","t_lifeform2","t_lifeform3","t_origin1","t_origin2","t_origin3","t_lifestage1","t_lifestage2","t_lifestage3","lifeform1_similarity","lifeform2_similarity","lifestage_n_t","interaction_type","performance1","performance2","study_type","duration","net_interaction","last_year","obs","suitable_meta","suitable_meta_reason","suitable_for_master_project","suitable_master_reason","target_sp_plot","data_location","differences_within_outcomes","cID","nID","MEANc","MEANn","SDc","SDn","Nc","Nn","SE_c","SE_n","sucess_c","sucess_n","fail_c","fail_n","data_type","ask_data","status_oct2017","status_email","answer_obs","phylo_dist"
"11",11,11,12,"dri -> Marina","luanne","225_59","84","84",84,"84_07","Shumway_2000","10.1007/s004420050033",2000,"1998","1998","Massachusetts","USA","41°54'N","69°58'W","41,9","-69,967","not informed","temperate","not informed","hemiboreal","not informed (but see http://www.worldclimate.com/climate/us/massachusetts/provincetown, because Cape Cod next city is Provincetown MA)","1066","1,041","above the scarp dropping off to the Atlantic Ocean (Camila used primary dunes in 2013)","2","isolated_obs","Myrica pensylvanica","myrica pensylvanica","Morella carolinensis (Mill.) Small ","Myricaceae","myricaceae","Myricaceae","shrub","shrub","woody","not informed (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:166255-2#distribution-map)","native_coastal","native","not informed (probably adult)","Ammophila breviligulata","ammophila breviligulata","Calamagrostis breviligulata (Fernald) Saarela ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (native) (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77165977-1#distribution-map)","native_state","native","adult","adult","not_seedling",0,0,"impossible","inter","dry biomass (g)","growth_size","observational","120","positive","1992","The control is an open area dominated by Ammophila","yes","yes","yes",NA,"single sps","table 2","performance estimator is growth for adults of ammophila breviligulata","84_12","84_12",2,4.34,0.82,1.83,10,10,0.26,0.58,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",271.516128
"12",12,12,14,"dri -> Marina","luanne","225_59","84","84",84,"84_09","Shumway_2000","10.1007/s004420050033",2000,"may/1993","aug/1993","Massachusetts","USA","41°54'N","69°58'W","41,9","-69,967","not informed","temperate","not informed","hemiboreal","not informed (but see http://www.worldclimate.com/climate/us/massachusetts/provincetown, because Cape Cod next city is Provincetown MA)","1066","1,041","above the scarp dropping off to the Atlantic Ocean (Camila used primary dunes in 2013)","2","isolated_obs","Myrica pensylvanica","myrica pensylvanica","Morella carolinensis (Mill.) Small ","Myricaceae","myricaceae","Myricaceae","shrub","shrub","woody","not informed (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:166255-2#distribution-map)","native_coastal","native","not informed (probably adult)","Ammophila breviligulata","ammophila breviligulata","Calamagrostis breviligulata (Fernald) Saarela ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (native) (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77165977-1#distribution-map)","native_state","native","seedling","seedling","seedling",0,0,"impossible","inter","survival","survival","observational","3 months","neutral","1993","Sample size of control (Nc) and sample size of neighbor treatment (Nn) are APPROXIMATELY =100. The control is an open area dominated by Ammophila.","yes","yes","yes",NA,"single sps","page 142 (Seedling Survival)","performance estimator is survival for seedlings of ammophila breviligulata","84_13","84_13",NA,NA,NA,NA,100,100,NA,NA,12,8,88,92,"odds","yes about life stage","ok","no answer","na",271.516128
"13",13,13,15,"dri -> Marina","luanne","225_59","84","84",84,"84_20","Shumway_2000","10.1007/s004420050033",2000,"oct/1998","oct/1998","Massachusetts","USA","41°54'N","69°58'W","41,9","-69,967","not informed","temperate","not informed","hemiboreal","not informed (but see http://www.worldclimate.com/climate/us/massachusetts/provincetown, because Cape Cod next city is Provincetown MA)","1066","1,041","above the scarp dropping off to the Atlantic Ocean (Camila used primary dunes in 2013)","2","isolated_obs","Myrica pensylvanica","myrica pensylvanica","Morella carolinensis (Mill.) Small ","Myricaceae","myricaceae","Myricaceae","shrub","shrub","woody","not informed (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:166255-2#distribution-map)","native_coastal","native","not informed (probably adult)","Ammophila breviligulata","ammophila breviligulata","Calamagrostis breviligulata (Fernald) Saarela ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (native) (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77165977-1#distribution-map)","native_state","native","adult","adult","not_seedling",0,0,"impossible","inter","density (flowering stems density per 0,25 m²)","reproduction","observational","30","positive","1998","The authors call this performance estimator ""growth"" because they used plants of ""same size and leaf number"" in the beginning.","yes","yes","yes",NA,"single sps","table 1","performance estimator is density of flowering stems for adults of ammophila breviligulata","84_09","84_09",0.2,1.55,0.49,1.48,20,20,0.11,0.33,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",271.516128
"14",14,14,19,"camila","luanne","after_2013","389","389",389,"389_11","Cusseddu_et_al._2016","10.7717/peerj.2199",2016,"mar/2013","mar/2014","Sardinia (Badesi)","Italy","40°56'45""N","08°49'41""E","40,946","8,828","not informed","temperate","mediterranean","mediterranean","not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment","600","0,344","back dunes","2","mixed","Armeria pungens","armeria pungens","Armeria pungens (Link) Hoffmanns. & Link ","not informed","completar","Plumbaginaceae","sub-shrub","sub_shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2)","native_country","native","several","Carpobrotus acinaciformis","carpobrotus acinaciformis","Carpobrotus acinaciformis (L.) L.Bolus ","not informed","completar","Aizoaceae","perennial (does it mean forb?)","forb","herb","not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:360773-1#distribution-map)","exotic_naturalized_country","naturalized","not informed","several","several",0,0,"several","inter","plant coverage","abundance","experimental","540","neutral","2014","I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ","yes","yes","yes",NA,"single sps","figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)","pair-wise species and point in the gradient","389_11","389_05",29.5,17.5,19.7,7.9,8,8,6.97,2.79,NA,NA,NA,NA,"hedges_d","no","ok","na","na",214.102615
"15",15,15,20,"camila","luanne","after_2013","389","389",389,"389_09","Cusseddu_et_al._2016","10.7717/peerj.2199",2016,"mar/2013","mar/2014","Sardinia (Badesi)","Italy","40°56'45""N","08°49'41""E","40,946","8,828","not informed","temperate","mediterranean","mediterranean","not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment","600","0,344","back dunes","2","mixed","Carpobrotus acinaciformis","carpobrotus acinaciformis","Carpobrotus acinaciformis (L.) L.Bolus ","not informed","completar","Aizoaceae","perennial (does it mean forb?)","forb","herb","not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:360773-1#distribution-map)","exotic_naturalized_country","naturalized","several","Armeria pungens","armeria pungens","Armeria pungens (Link) Hoffmanns. & Link ","not informed","completar","Plumbaginaceae","sub-shrub","sub_shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2)","native_country","native","not informed","several","several",0,0,"several","inter","plant coverage","abundance","experimental","540","neutral","2014","I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ","yes","yes","yes",NA,"single sps","figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)","pair-wise species and point in the gradient","389_09","389_05",6.9,16.4,9.5,12.8,8,8,3.36,4.53,NA,NA,NA,NA,"hedges_d","no","ok","na","na",214.102615
"16",16,16,22,"camila","luanne","after_2013","389","389",389,"389_20","Cusseddu_et_al._2016","10.7717/peerj.2199",2016,"oct/2013","over_3_seasons","Sardinia (Badesi)","Italy","40°56'45""N","08°49'41""E","40,946","8,828","not informed","temperate","mediterranean","mediterranean","not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment","600","0,344","back dunes","2","isolated_obs","Armeria pungens","armeria pungens","Armeria pungens (Link) Hoffmanns. & Link ","not informed","completar","Plumbaginaceae","sub-shrub","sub_shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2)","native_country","native","adult","Armeria pungens","armeria pungens","Armeria pungens (Link) Hoffmanns. & Link ","not informed","completar","Plumbaginaceae","sub-shrub","sub_shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2)","native_country","native","seedling","seedling","seedling",1,1,"adult_seedling","intra","survival","survival","observational","270","neutral","not informed","na","yes","yes","yes",NA,"single sps","table S2","pair-wise species and point in the gradient","389_20","389_13",NA,NA,NA,NA,25,25,NA,NA,21,20,4,5,"odds","no","ok","na","na",0
"17",17,17,50,"dri","luanne","304_na","08","08",8,"08_53","DAntonio_1993","10.2307/1939503",1993,"1987","1988","California (Vandenberg Air Force Base in northern Santa Barbara County)","USA","34°41'N","120°36'W","34,683","-120,6","not informed","temperate","mediterranean","mediterranean","less than 40 cm (but see D'Antonio & Mahall 1991)","380","0,328","backdune","2","patch_mono","Carpobrotus edulis","carpobrotus edulis","Carpobrotus edulis (L.) N.E.Br. ","Aizoaceae","aizoaceae","Aizoaceae","succulent perennial","forb","herb","exotic","exotic_study","exotic","several (less seed)","Carpobrotus edulis","carpobrotus edulis","Carpobrotus edulis (L.) N.E.Br. ","Aizoaceae","aizoaceae","Aizoaceae","succulent perennial","forb","herb","exotic","exotic_study","exotic","seedling","seedling","seedling",1,1,"several","intra","occurrence","occurrence","observational","not informed","not informed","1987","Data from 1987.","yes","yes","yes",NA,"","table 3","intraspecific in backdune","08_52","08_53",NA,NA,NA,NA,196,160,NA,NA,61,84,135,76,"odds","other outcomes","ok","sent in 2017","data not available anymore",0
"18",18,18,53,"dri","luanne","304_na","08","08",8,"08_55","DAntonio_1993","10.2307/1939503",1993,"1987","1988","California (Vandenberg Air Force Base in northern Santa Barbara County)","USA","34°41'N","120°36'W","34,683","-120,6","not informed","temperate","mediterranean","mediterranean","less than 40 cm (but see D'Antonio & Mahall 1991)","380","0,328","coastal scrub","2","patch_mono","Carpobrotus edulis","carpobrotus edulis","Carpobrotus edulis (L.) N.E.Br. ","Aizoaceae","aizoaceae","Aizoaceae","succulent perennial","forb","herb","exotic","exotic_study","exotic","several (less seed)","Carpobrotus edulis","carpobrotus edulis","Carpobrotus edulis (L.) N.E.Br. ","Aizoaceae","aizoaceae","Aizoaceae","succulent perennial","forb","herb","exotic","exotic_study","exotic","seedling","seedling","seedling",1,1,"several","intra","occurrence","occurrence","observational","not informed","not informed","1987","Value 0.5 must be add to success and fail values, in order to avoid problems with zero values ","yes","yes","yes",NA,"","table 3","intraspecific in coastal scrub","08_54","08_55",NA,NA,NA,NA,47,57,NA,NA,8,0,39,57,"odds","other outcomes","ok","sent in 2017","data not available anymore",0
"19",19,19,54,"dri -> Marina","luanne","309_na","04","04",4,"04_01","DAntonio_&_Mahall_1991","10.2307/2445167",1991,"1986","1988","California (Vandenberg Air Force Base in northern Santa Barbara County)","USA","34°41'N","120°36'W","34,683","-120,6","not informed","temperate","mediterranean","mediterranean","380","380","0,328","coastal scrub","2","patch_mono","Carpobrotus edulis","carpobrotus edulis","Carpobrotus edulis (L.) N.E.Br. ","Aizoaceae","aizoaceae","Aizoaceae","forb","forb","herb","exotic","exotic_study","exotic","several","Haplopappus ericoides","ericameria ericoides","Ericameria ericoides (Less.) Nutt. ex Jeps. ","Asteraceae","asteraceae","Asteraceae","shrub","shrub","woody","native","native_study","native","adult","adult","not_seedling",0,0,"several_adult","inter","percent increase in canopy area","growth","experimental","912","negative","1998","The authors also measured predawn xylem pressure potential and found a negative effect of Carpobrotus.","yes","yes","yes",NA,"","figure 4","target is ericameria ericoides and performance estimator is canopy area","4_01","4_01",247,24.1,230.18,59.11,7,8,87,20.9,NA,NA,NA,NA,"hedges_d","other outcomes","ok","sent in 2017","data not available anymore",239.748466
"20",20,20,55,"dri -> Marina","luanne","309_na","04","04",4,"04_06","DAntonio_&_Mahall_1991","10.2307/2445167",1991,"1986","1988","California (Vandenberg Air Force Base in northern Santa Barbara County)","USA","34°41'N","120°36'W","34,683","-120,6","not informed","temperate","mediterranean","mediterranean","380","380","0,328","coastal scrub","2","patch_mono","Carpobrotus edulis","carpobrotus edulis","Carpobrotus edulis (L.) N.E.Br. ","Aizoaceae","aizoaceae","Aizoaceae","forb","forb","herb","exotic","exotic_study","exotic","several","Haplopappus venetus var. sedoides","isocoma menziesii","Isocoma menziesii (Hook. & Arn.) G.L.Nesom ","Asteraceae","asteraceae","Asteraceae","shrub","shrub","woody","native","native_study","native","adult","adult","not_seedling",0,0,"several_adult","inter","new branches (decline in distance from the soil to the first live branch). Quanto menor o valor melhor o efeito, então na hora de calcular vou transformar em negativo para que o controle mantenha seu efeito melhor e seja condizente com o padrão dos outros estudos.","growth","experimental","912","negative","1988","The authors also measured predawn xylem pressure potential and found a negative effect of Carpobrotus. Quanto menor o valor melhor o efeito, então na hora de calcular vou transformar em negativo para que o controle mantenha seu efeito melhor e seja condizente com o padrão dos outros estudos.","yes","yes","yes",NA,"","table 3","target is ericameria ericoides and performance estimator is new branches","4_03","4_03",-2.6,-47.3,5.03,34.92,7,7,1.9,13.2,NA,NA,NA,NA,"hedges_d","other outcomes","ok","sent in 2017","data not available anymore",239.748466
"21",21,21,56,"dri -> Marina","luanne","309_na","04","04",4,"04_07","DAntonio_&_Mahall_1991","10.2307/2445167",1991,"1986_1988","1988","California (Vandenberg Air Force Base in northern Santa Barbara County)","USA","34°41'N","120°36'W","34,683","-120,6","not informed","temperate","mediterranean","mediterranean","380","380","0,328","coastal scrub","2","patch_mono","Carpobrotus edulis","carpobrotus edulis","Carpobrotus edulis (L.) N.E.Br. ","Aizoaceae","aizoaceae","Aizoaceae","forb","forb","herb","exotic","exotic_study","exotic","several","Haplopappus venetus var. sedoides","isocoma menziesii","Isocoma menziesii (Hook. & Arn.) G.L.Nesom ","Asteraceae","asteraceae","Asteraceae","shrub","shrub","woody","native","native_study","native","adult","adult","not_seedling",0,0,"several","inter","percentage of branches with flowers","reproduction","experimental","912","positive","1988","The authors also measured predawn xylem pressure potential and found a negative effect of Carpobrotus.","yes","yes","yes",NA,"","table 5","different performance estimator","4_04","4_04",60,86.3,19.31,10.32,7,7,7.3,3.9,NA,NA,NA,NA,"hedges_d","other outcomes","ok","sent in 2017","data not available anymore",239.748466
"22",22,22,57,"dri -> Marina","luanne","122_na","184","184",184,"184_28","Rodriguez-Perez_&_Traveset_2007","10.1016/j.ppees.2007.07.003",2007,"jan/2004","nov/2005","Balearic Islands (Mallorca)","Spain","39°46'N","03°08'E","39,767","3,133","not informed","temperate","mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/cgi-bin/data.pl?ref=N39E002+2100+08306W / Palma de Mallorca as closest city)","461,6","0,462","coastal shrubland located in fixed dunes","2","patch","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","not informed (probably adult)","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","seedling","seedling","seedling",1,1,"impossible","intra","seedling growth (maximum height (mm))","growth_size","experimental","180","not informed","2003","The authors say that, like emergence, differences among microhabitats were larger in the dune than in the olive grove. In the former, the lowest seedling survival occurred in the open (11.1 +/- 4.3%, both years pooled) and there were no differences among the other microhabitats (but see Fig. 2). By contrast, the lowest seedling survival in the olive grove was under Daphne (29.6 +/- 4.6%) whilst the highest was under Olea 46.2 +/- 5.8%), but see Fig. 2. I have to transform the proportion in absolute number using total n = number of emerged seedlings (but I only have mean).","yes","yes","yes",NA,"single sps","figure 3","pair-wise combination and performance estimator is growth_size","184_03","184_07",24.1,25.9,17.44,6.26,20,20,3.9,1.4,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",0
"23",23,23,58,"dri -> Marina","luanne","122_na","184","184",184,"184_31","Rodriguez-Perez_&_Traveset_2007","10.1016/j.ppees.2007.07.003",2007,"jan/2004","nov/2005","Balearic Islands (Mallorca)","Spain","39°46'N","03°08'E","39,767","3,133","not informed","temperate","mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/cgi-bin/data.pl?ref=N39E002+2100+08306W / Palma de Mallorca as closest city)","461,6","0,462","coastal shrubland located in fixed dunes","2","patch","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","not informed (probably adult)","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","seedling","seedling","seedling",1,1,"impossible","intra","seedling growth (maximum height (mm))","growth_size","experimental","180","not informed","2004","The authors say that, like emergence, differences among microhabitats were larger in the dune than in the olive grove. In the former, the lowest seedling survival occurred in the open (11.1 +/- 4.3%, both years pooled) and there were no differences among the other microhabitats (but see Fig. 2). By contrast, the lowest seedling survival in the olive grove was under Daphne (29.6 +/- 4.6%) whilst the highest was under Olea 46.2 +/- 5.8%), but see Fig. 2. I have to transform the proportion in absolute number using total n = number of emerged seedlings (but I only have mean).","yes","yes","yes",NA,"single sps","figure 3","pair-wise combination, performance estimator is growth_size and different experiment conducted on another year","184_04","184_10",19.8,23.3,25.94,6.26,20,20,5.8,1.4,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",0
"24",24,24,59,"dri -> Marina","luanne","122_na","184","184",184,"184_34","Rodriguez-Perez_&_Traveset_2007","10.1016/j.ppees.2007.07.003",2007,"jan/2004","nov/2005","Balearic Islands (Mallorca)","Spain","39°46'N","03°08'E","39,767","3,133","not informed","temperate","mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/cgi-bin/data.pl?ref=N39E002+2100+08306W / Palma de Mallorca as closest city)","461,6","0,462","coastal shrubland located in fixed dunes","2","patch","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","not informed (probably adult)","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","seedling","seedling","seed",1,1,"impossible","intra","seedling emergence (%)","emergence","experimental","not informed (""most seeds sown in january germinated before mid-April"")","not informed","2003","The authors say that, like emergence, differences among microhabitats were larger in the dune than in the olive grove. In the former, the lowest seedling survival occurred in the open (11.1 +/- 4.3%, both years pooled) and there were no differences among the other microhabitats (but see Fig. 2). By contrast, the lowest seedling survival in the olive grove was under Daphne (29.6 +/- 4.6%) whilst the highest was under Olea 46.2 +/- 5.8%), but see Fig. 2. I have to transform the proportion in absolute number using total n = number of emerged seedlings (but I only have mean).","yes","yes","yes",NA,"single sps","figure 1","pair-wise combination and performance estimator is emergence","184_05","184_13",42.5,50.7,15.65,23.7,20,20,3.5,5.3,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",0
"25",25,25,60,"dri -> Marina","luanne","122_na","184","184",184,"184_37","Rodriguez-Perez_&_Traveset_2007","10.1016/j.ppees.2007.07.003",2007,"jan/2004","nov/2005","Balearic Islands (Mallorca)","Spain","39°46'N","03°08'E","39,767","3,133","not informed","temperate","mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/cgi-bin/data.pl?ref=N39E002+2100+08306W / Palma de Mallorca as closest city)","461,6","0,462","coastal shrubland located in fixed dunes","2","patch","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","not informed (probably adult)","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","seedling","seedling","seed",1,1,"impossible","intra","seedling emergence (%)","emergence","experimental","not informed (""most seeds sown in january germinated before mid-April"")","not informed","2004","The authors say that, like emergence, differences among microhabitats were larger in the dune than in the olive grove. In the former, the lowest seedling survival occurred in the open (11.1 +/- 4.3%, both years pooled) and there were no differences among the other microhabitats (but see Fig. 2). By contrast, the lowest seedling survival in the olive grove was under Daphne (29.6 +/- 4.6%) whilst the highest was under Olea 46.2 +/- 5.8%), but see Fig. 2. I have to transform the proportion in absolute number using total n = number of emerged seedlings (but I only have mean).","yes","yes","yes",NA,"single sps","figure 1","pair-wise combination, performance estimator is emergence and experiment was conducted on another year","184_06","184_16",28,40,31.3,31.75,20,20,7,7.1,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",0
"26",26,26,61,"dri -> Marina","luanne","122_na","184","184",184,"184_30","Rodriguez-Perez_&_Traveset_2007","10.1016/j.ppees.2007.07.003",2007,"jan/2004","nov/2005","Balearic Islands (Mallorca)","Spain","39°46'N","03°08'E","39,767","3,133","not informed","temperate","mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/cgi-bin/data.pl?ref=N39E002+2100+08306W / Palma de Mallorca as closest city)","461,6","0,462","coastal shrubland located in fixed dunes","2","mixed","Erica multiflora","erica multiflora","Erica multiflora L. ","not informed","completar","Ericaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329147-1)","native_country","native","not informed (probably adult)","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","seedling","seedling","seedling",1,1,"impossible","inter","seedling growth (maximum height (mm))","growth_size","experimental","180","not informed","2003","The authors say that, like emergence, differences among microhabitats were larger in the dune than in the olive grove. In the former, the lowest seedling survival occurred in the open (11.1 +/- 4.3%, both years pooled) and there were no differences among the other microhabitats (but see Fig. 2). By contrast, the lowest seedling survival in the olive grove was under Daphne (29.6 +/- 4.6%) whilst the highest was under Olea 46.2 +/- 5.8%), but see Fig. 2. I have to transform the proportion in absolute number using total n = number of emerged seedlings (but I only have mean).","yes","yes","yes",NA,"single sps","figure 3","pair-wise combination and performance estimator is growth_size","184_03","184_09",24.1,26.6,17.44,5.81,20,20,3.9,1.3,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",247.468472
"27",27,27,62,"dri -> Marina","luanne","122_na","184","184",184,"184_33","Rodriguez-Perez_&_Traveset_2007","10.1016/j.ppees.2007.07.003",2007,"jan/2004","nov/2005","Balearic Islands (Mallorca)","Spain","39°46'N","03°08'E","39,767","3,133","not informed","temperate","mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/cgi-bin/data.pl?ref=N39E002+2100+08306W / Palma de Mallorca as closest city)","461,6","0,462","coastal shrubland located in fixed dunes","2","mixed","Erica multiflora","erica multiflora","Erica multiflora L. ","not informed","completar","Ericaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329147-1)","native_country","native","not informed (probably adult)","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","seedling","seedling","seedling",1,1,"impossible","inter","seedling growth (maximum height (mm))","growth_size","experimental","180","not informed","2004","The authors say that, like emergence, differences among microhabitats were larger in the dune than in the olive grove. In the former, the lowest seedling survival occurred in the open (11.1 +/- 4.3%, both years pooled) and there were no differences among the other microhabitats (but see Fig. 2). By contrast, the lowest seedling survival in the olive grove was under Daphne (29.6 +/- 4.6%) whilst the highest was under Olea 46.2 +/- 5.8%), but see Fig. 2. I have to transform the proportion in absolute number using total n = number of emerged seedlings (but I only have mean).","yes","yes","yes",NA,"single sps","figure 3","pair-wise combination, performance estimator is growth_size and different experiment conducted on another year","184_04","184_12",19.8,31.3,25.94,11.63,20,20,5.8,2.6,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",247.468472
"28",28,28,63,"dri -> Marina","luanne","122_na","184","184",184,"184_36","Rodriguez-Perez_&_Traveset_2007","10.1016/j.ppees.2007.07.003",2007,"jan/2004","nov/2005","Balearic Islands (Mallorca)","Spain","39°46'N","03°08'E","39,767","3,133","not informed","temperate","mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/cgi-bin/data.pl?ref=N39E002+2100+08306W / Palma de Mallorca as closest city)","461,6","0,462","coastal shrubland located in fixed dunes","2","mixed","Erica multiflora","erica multiflora","Erica multiflora L. ","not informed","completar","Ericaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329147-1)","native_country","native","not informed (probably adult)","Daphne gnidium","daphne gnidium","Daphne gnidium L. ","Thymelaeaceae","thymelaeaceae","Thymelaeaceae","shrub","shrub","woody","native","native_study","native","seedling","seedling","seed",1,1,"impossible","inter","seedling emergence (%)","emergence","experimental","not informed (""most seeds sown in january germinated before mid-April"")","not informed","2003","The authors say that, like emergence, differences among microhabitats were larger in the dune than in the olive grove. In the former, the lowest seedling survival occurred in the open (11.1 +/- 4.3%, both years pooled) and there were no differences among the other microhabitats (but see Fig. 2). By contrast, the lowest seedling survival in the olive grove was under Daphne (29.6 +/- 4.6%) whilst the highest was under Olea 46.2 +/- 5.8%), but see Fig. 2. I have to transform the proportion in absolute number using total n = number of emerged seedlings (but I only have mean).","yes","yes","yes",NA,"single sps","figure 1","pair-wise combination and performance estimator is emergence","184_05","184_15",42.5,44.4,15.65,29.52,20,20,3.5,6.6,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",247.468472
